timestamp_utc,dataset,attack,defense,rounds,accuracy
2026-02-28T12:59:38Z,CDC-Diabetes-012,None,FedAvg,30,0.6371
2026-02-28T13:16:42Z,CDC-Diabetes-012,None,Robust-MAD,30,0.6400
2026-02-28T13:31:07Z,CDC-Diabetes-012,label_flip,FedAvg,30,0.5164
2026-02-28T13:45:49Z,CDC-Diabetes-012,label_flip,Robust-MAD,30,0.5277
2026-02-28T14:02:12Z,CDC-Diabetes-012,gradient_scale,FedAvg,30,0.3160
2026-02-28T14:18:50Z,CDC-Diabetes-012,gradient_scale,Robust-MAD,30,0.4825
