timestamp_utc,rounds,duration_sec
2026-03-18T21:16:18Z,1,33.74
2026-03-18T21:16:21Z,2,36.50
2026-03-18T21:16:23Z,3,38.71
2026-03-18T21:16:27Z,4,42.45
2026-03-18T21:16:29Z,5,44.68
2026-03-18T21:16:31Z,6,46.68
2026-03-18T21:16:33Z,7,48.70
2026-03-18T21:16:35Z,8,50.83
2026-03-18T21:16:37Z,9,53.17
2026-03-18T21:16:40Z,10,55.71
2026-03-18T21:16:42Z,11,57.83
2026-03-18T21:16:44Z,12,60.14
2026-03-18T21:16:46Z,13,62.30
2026-03-18T21:16:49Z,14,64.40
2026-03-18T21:16:52Z,15,67.56
