timestamp_utc,dataset,attack,defense,rounds,accuracy
2026-03-15T15:06:22Z,Admin-Billing-Risk,None,FedAvg,50,0.9208
2026-03-15T15:08:42Z,Admin-Billing-Risk,None,Robust-MAD,50,0.9208
2026-03-15T15:10:50Z,Admin-Billing-Risk,label_flip,FedAvg,50,0.9109
2026-03-15T15:13:09Z,Admin-Billing-Risk,label_flip,Robust-MAD,50,0.9208
2026-03-15T15:17:33Z,Admin-Billing-Risk,gradient_scale,Robust-MAD,50,0.5891
