Round,Client,GasUsed
6,Hospital_0,121138
6,Hospital_3,121138
6,Hospital_4,121138
7,Hospital_0,121138
7,Hospital_2,121138
7,Hospital_3,121138
7,Hospital_4,121138
7,Hospital_1,121138
8,Hospital_4,121138
8,Hospital_3,121138
8,Hospital_1,121138
8,Hospital_2,121138
8,Hospital_0,121138
9,Hospital_0,121138
9,Hospital_4,121138
9,Hospital_3,121138
9,Hospital_2,121138
9,Hospital_1,121138
10,Hospital_1,121138
10,Hospital_3,121138
10,Hospital_0,121126
10,Hospital_2,121138
10,Hospital_4,121138
11,Hospital_2,121138
11,Hospital_0,121138
11,Hospital_1,121138
11,Hospital_4,121138
11,Hospital_3,121138
12,Hospital_3,121138
12,Hospital_4,121138
12,Hospital_2,121138
12,Hospital_1,121138
12,Hospital_0,121138
13,Hospital_1,121126
13,Hospital_0,121126
13,Hospital_4,121114
13,Hospital_2,121138
13,Hospital_3,121138
14,Hospital_1,121138
14,Hospital_3,121138
14,Hospital_2,121138
14,Hospital_0,121138
14,Hospital_4,121138
15,Hospital_4,121138
15,Hospital_0,121138
15,Hospital_2,121138
15,Hospital_1,121138
15,Hospital_3,121138
16,Hospital_3,121138
16,Hospital_0,121114
16,Hospital_2,121138
16,Hospital_1,121138
16,Hospital_4,121138
17,Hospital_4,121138
17,Hospital_3,121138
17,Hospital_2,121126
17,Hospital_1,121138
17,Hospital_0,121138
18,Hospital_0,121138
18,Hospital_2,121126
18,Hospital_4,121138
18,Hospital_3,121138
18,Hospital_1,121138
19,Hospital_2,121126
19,Hospital_3,121138
19,Hospital_0,121138
19,Hospital_1,121138
19,Hospital_4,121138
20,Hospital_4,121138
20,Hospital_2,121138
20,Hospital_3,121126
20,Hospital_0,121138
20,Hospital_1,121138
1,Hospital_3,121138
1,Hospital_0,121138
2,Hospital_2,121138
2,Hospital_1,121138
2,Hospital_4,121138
2,Hospital_0,121138
2,Hospital_3,121138
3,Hospital_1,121138
3,Hospital_2,121138
3,Hospital_3,121138
3,Hospital_0,121138
3,Hospital_4,121138
4,Hospital_3,121138
4,Hospital_0,121138
4,Hospital_2,121138
4,Hospital_1,121138
4,Hospital_4,121138
5,Hospital_0,121138
5,Hospital_4,121138
5,Hospital_1,121138
5,Hospital_2,121138
5,Hospital_3,121138
6,Hospital_0,121126
6,Hospital_3,121138
6,Hospital_4,121138
6,Hospital_2,121138
6,Hospital_1,121138
7,Hospital_3,121138
7,Hospital_0,121138
7,Hospital_2,121138
7,Hospital_1,121138
7,Hospital_4,121138
8,Hospital_1,121138
8,Hospital_2,121138
8,Hospital_4,121138
8,Hospital_0,121138
8,Hospital_3,121138
9,Hospital_0,121138
9,Hospital_4,121138
9,Hospital_2,121138
9,Hospital_3,121138
9,Hospital_1,121138
10,Hospital_3,121138
10,Hospital_2,121138
10,Hospital_1,121126
10,Hospital_4,121138
10,Hospital_0,121126
11,Hospital_1,121138
11,Hospital_3,121138
11,Hospital_4,121138
11,Hospital_2,121138
11,Hospital_0,121138
12,Hospital_3,121138
12,Hospital_0,121138
12,Hospital_4,121138
12,Hospital_2,121138
12,Hospital_1,121138
13,Hospital_0,121138
13,Hospital_3,121138
13,Hospital_4,121138
13,Hospital_1,121138
13,Hospital_2,121126
14,Hospital_3,121138
14,Hospital_2,121138
14,Hospital_4,121138
14,Hospital_1,121138
14,Hospital_0,121138
15,Hospital_4,121138
15,Hospital_0,121138
15,Hospital_3,121138
15,Hospital_2,121138
15,Hospital_1,121138
16,Hospital_0,121138
16,Hospital_1,121138
16,Hospital_2,121138
16,Hospital_4,121138
16,Hospital_3,121138
17,Hospital_4,121126
17,Hospital_0,121126
17,Hospital_1,121138
17,Hospital_3,121138
17,Hospital_2,121138
18,Hospital_3,121138
18,Hospital_0,121126
18,Hospital_4,121138
18,Hospital_1,121138
18,Hospital_2,121138
19,Hospital_2,121138
19,Hospital_1,121138
19,Hospital_0,121138
19,Hospital_3,121138
19,Hospital_4,121138
20,Hospital_1,121138
20,Hospital_0,121138
20,Hospital_2,121138
20,Hospital_3,121126
20,Hospital_4,121138
1,Hospital_1,121138
1,Hospital_4,121138
1,Hospital_2,121138
1,Hospital_3,121138
1,Hospital_0,121138
2,Hospital_4,121138
2,Hospital_3,121138
2,Hospital_0,121138
2,Hospital_2,121138
2,Hospital_1,121126
3,Hospital_2,121126
3,Hospital_4,121126
3,Hospital_1,121138
3,Hospital_3,121138
3,Hospital_0,121138
4,Hospital_0,121138
4,Hospital_1,121138
4,Hospital_2,121138
4,Hospital_4,121126
4,Hospital_3,121138
5,Hospital_2,121138
5,Hospital_4,121138
5,Hospital_3,121138
5,Hospital_0,121138
5,Hospital_1,121138
6,Hospital_2,121138
6,Hospital_4,121138
6,Hospital_0,121138
6,Hospital_1,121138
6,Hospital_3,121138
7,Hospital_1,121138
7,Hospital_2,121138
7,Hospital_4,121138
7,Hospital_3,121138
7,Hospital_0,121138
8,Hospital_2,121138
8,Hospital_0,121138
8,Hospital_4,121126
8,Hospital_1,121138
8,Hospital_3,121138
9,Hospital_1,121138
9,Hospital_0,121138
9,Hospital_3,121138
9,Hospital_4,121138
9,Hospital_2,121138
10,Hospital_2,121138
10,Hospital_1,121138
10,Hospital_0,121138
10,Hospital_4,121138
10,Hospital_3,121126
11,Hospital_3,121138
11,Hospital_0,121138
11,Hospital_1,121138
11,Hospital_4,121138
11,Hospital_2,121138
12,Hospital_0,121138
12,Hospital_1,121138
12,Hospital_2,121138
12,Hospital_3,121126
12,Hospital_4,121138
13,Hospital_2,121138
13,Hospital_3,121138
13,Hospital_0,121138
13,Hospital_1,121138
13,Hospital_4,121138
14,Hospital_4,121138
14,Hospital_0,121138
14,Hospital_2,121138
14,Hospital_3,121126
14,Hospital_1,121138
15,Hospital_0,121138
15,Hospital_1,121138
15,Hospital_3,121126
15,Hospital_4,121138
15,Hospital_2,121138
16,Hospital_1,121138
16,Hospital_2,121138
16,Hospital_4,121138
16,Hospital_3,121138
16,Hospital_0,121138
17,Hospital_0,121138
17,Hospital_1,121126
17,Hospital_3,121138
17,Hospital_4,121138
17,Hospital_2,121138
18,Hospital_0,121138
18,Hospital_1,121138
18,Hospital_3,121138
18,Hospital_4,121138
18,Hospital_2,121138
19,Hospital_3,121138
19,Hospital_2,121126
19,Hospital_1,121138
19,Hospital_0,121138
19,Hospital_4,121138
20,Hospital_1,121138
20,Hospital_3,121138
20,Hospital_0,121138
20,Hospital_4,121138
20,Hospital_2,121138
1,Hospital_2,121138
1,Hospital_3,121138
2,Hospital_2,121138
2,Hospital_3,121138
2,Hospital_4,121126
2,Hospital_1,121138
2,Hospital_0,121138
3,Hospital_2,121126
3,Hospital_4,121126
3,Hospital_3,121138
3,Hospital_1,121138
3,Hospital_0,121138
4,Hospital_3,121138
4,Hospital_4,121138
4,Hospital_2,121138
4,Hospital_1,121138
4,Hospital_0,121138
5,Hospital_4,121138
5,Hospital_1,121138
5,Hospital_0,121138
5,Hospital_2,121138
5,Hospital_3,121138
6,Hospital_2,121138
6,Hospital_3,121138
6,Hospital_0,121138
6,Hospital_4,121138
6,Hospital_1,121138
7,Hospital_1,121138
7,Hospital_3,121138
7,Hospital_4,121138
7,Hospital_2,121138
7,Hospital_0,121138
8,Hospital_4,121138
8,Hospital_2,121126
8,Hospital_3,121138
8,Hospital_0,121138
8,Hospital_1,121138
9,Hospital_3,121138
9,Hospital_1,121138
9,Hospital_2,121138
9,Hospital_0,121138
9,Hospital_4,121138
10,Hospital_3,121138
10,Hospital_2,121138
10,Hospital_4,121138
10,Hospital_1,121126
10,Hospital_0,121126
11,Hospital_3,121138
11,Hospital_1,121138
11,Hospital_2,121138
11,Hospital_4,121138
11,Hospital_0,121138
12,Hospital_2,121138
12,Hospital_4,121138
12,Hospital_0,121138
12,Hospital_1,121138
12,Hospital_3,121138
13,Hospital_4,121138
13,Hospital_1,121126
13,Hospital_0,121138
13,Hospital_3,121138
13,Hospital_2,121138
14,Hospital_2,121138
14,Hospital_3,121138
14,Hospital_1,121138
14,Hospital_4,121138
14,Hospital_0,121138
15,Hospital_4,121138
15,Hospital_2,121138
15,Hospital_0,121138
15,Hospital_1,121138
15,Hospital_3,121138
16,Hospital_0,121138
16,Hospital_4,121138
16,Hospital_2,121138
16,Hospital_3,121138
16,Hospital_1,121138
17,Hospital_0,121138
17,Hospital_4,121138
17,Hospital_2,121138
17,Hospital_3,121138
17,Hospital_1,121138
18,Hospital_4,121138
18,Hospital_1,121138
18,Hospital_0,121138
18,Hospital_2,121138
18,Hospital_3,121138
19,Hospital_0,121138
19,Hospital_3,121138
19,Hospital_4,121126
19,Hospital_1,121138
19,Hospital_2,121138
20,Hospital_1,121138
20,Hospital_2,121138
20,Hospital_0,121138
20,Hospital_4,121138
20,Hospital_3,121138
1,Hospital_0,121138
1,Hospital_1,121138
1,Hospital_4,121138
1,Hospital_2,121138
1,Hospital_3,121138
2,Hospital_0,121138
2,Hospital_4,121138
2,Hospital_3,121138
2,Hospital_1,121138
2,Hospital_2,121138
3,Hospital_3,121138
3,Hospital_4,121138
3,Hospital_2,121138
3,Hospital_1,121138
3,Hospital_0,121138
4,Hospital_2,121138
4,Hospital_3,121138
4,Hospital_1,121138
4,Hospital_4,121138
4,Hospital_0,121138
5,Hospital_2,121138
5,Hospital_1,121126
5,Hospital_4,121138
5,Hospital_0,121138
5,Hospital_3,121126
6,Hospital_2,121138
6,Hospital_3,121138
6,Hospital_0,121138
6,Hospital_4,121138
6,Hospital_1,121138
7,Hospital_2,121138
7,Hospital_4,121138
7,Hospital_1,121138
7,Hospital_0,121138
7,Hospital_3,121138
8,Hospital_4,121126
8,Hospital_2,121126
8,Hospital_3,121138
8,Hospital_1,121138
8,Hospital_0,121138
9,Hospital_2,121138
9,Hospital_4,121138
9,Hospital_3,121138
9,Hospital_0,121126
9,Hospital_1,121138
10,Hospital_2,121138
10,Hospital_4,121138
10,Hospital_0,121138
10,Hospital_1,121138
10,Hospital_3,121138
11,Hospital_0,121138
11,Hospital_2,121138
11,Hospital_4,121138
11,Hospital_1,121138
11,Hospital_3,121138
12,Hospital_2,121138
12,Hospital_1,121138
12,Hospital_4,121138
12,Hospital_0,121138
12,Hospital_3,121138
13,Hospital_0,121138
13,Hospital_2,121138
13,Hospital_1,121138
13,Hospital_4,121138
13,Hospital_3,121138
14,Hospital_3,121138
14,Hospital_1,121138
14,Hospital_0,121138
14,Hospital_4,121138
14,Hospital_2,121138
15,Hospital_0,121138
15,Hospital_2,121138
15,Hospital_4,121138
15,Hospital_1,121138
15,Hospital_3,121138
16,Hospital_0,121138
16,Hospital_2,121138
16,Hospital_4,121126
16,Hospital_1,121138
16,Hospital_3,121138
17,Hospital_1,121138
17,Hospital_2,121114
17,Hospital_4,121138
17,Hospital_3,121138
17,Hospital_0,121138
18,Hospital_0,121138
18,Hospital_1,121138
18,Hospital_3,121138
18,Hospital_2,121138
18,Hospital_4,121138
19,Hospital_1,121138
19,Hospital_0,121138
19,Hospital_3,121138
19,Hospital_2,121138
19,Hospital_4,121138
20,Hospital_2,121138
20,Hospital_0,121138
20,Hospital_4,121138
20,Hospital_1,121138
20,Hospital_3,121138
1,Hospital_2,121138
1,Hospital_1,121138
2,Hospital_3,121126
2,Hospital_4,121138
2,Hospital_2,121138
2,Hospital_0,121138
2,Hospital_1,121138
3,Hospital_4,121138
3,Hospital_2,121138
3,Hospital_3,121138
3,Hospital_1,121138
3,Hospital_0,121138
4,Hospital_2,121138
4,Hospital_3,121138
4,Hospital_1,121138
4,Hospital_0,121138
4,Hospital_4,121138
5,Hospital_2,121138
5,Hospital_1,121138
5,Hospital_3,121138
5,Hospital_0,121138
5,Hospital_4,121138
6,Hospital_0,121138
6,Hospital_3,121138
6,Hospital_1,121138
6,Hospital_4,121138
6,Hospital_2,121138
7,Hospital_1,121138
7,Hospital_0,121138
7,Hospital_2,121138
7,Hospital_3,121138
7,Hospital_4,121126
8,Hospital_4,121138
8,Hospital_1,121138
8,Hospital_2,121138
8,Hospital_0,121138
8,Hospital_3,121138
9,Hospital_0,121138
9,Hospital_4,121138
9,Hospital_1,121138
9,Hospital_2,121138
9,Hospital_3,121138
10,Hospital_4,121138
10,Hospital_2,121138
10,Hospital_1,121138
10,Hospital_3,121138
10,Hospital_0,121138
11,Hospital_0,121138
11,Hospital_3,121138
11,Hospital_4,121138
11,Hospital_1,121138
11,Hospital_2,121138
12,Hospital_2,121138
12,Hospital_0,121126
12,Hospital_3,121114
12,Hospital_1,121138
12,Hospital_4,121138
13,Hospital_1,121138
13,Hospital_4,121138
13,Hospital_2,121138
13,Hospital_0,121126
13,Hospital_3,121138
14,Hospital_0,121138
14,Hospital_1,121138
14,Hospital_4,121138
14,Hospital_3,121138
14,Hospital_2,121138
15,Hospital_3,121138
15,Hospital_1,121138
15,Hospital_2,121138
15,Hospital_0,121138
15,Hospital_4,121138
16,Hospital_2,121138
16,Hospital_0,121138
16,Hospital_4,121138
16,Hospital_3,121138
16,Hospital_1,121126
17,Hospital_2,121138
17,Hospital_3,121138
17,Hospital_1,121138
17,Hospital_0,121138
17,Hospital_4,121138
18,Hospital_2,121138
18,Hospital_1,121138
18,Hospital_3,121138
18,Hospital_4,121138
18,Hospital_0,121138
19,Hospital_2,121126
19,Hospital_0,121126
19,Hospital_4,121138
19,Hospital_3,121138
19,Hospital_1,121138
20,Hospital_0,121138
20,Hospital_2,121138
20,Hospital_1,121138
20,Hospital_4,121138
20,Hospital_3,121126
1,Hospital_7,121138
1,Hospital_6,121138
1,Hospital_3,121138
1,Hospital_0,121138
1,Hospital_1,121138
1,Hospital_2,121138
1,Hospital_4,121138
1,Hospital_5,121138
2,Hospital_4,121138
2,Hospital_6,121138
2,Hospital_3,121138
2,Hospital_2,121138
2,Hospital_0,121138
2,Hospital_1,121138
2,Hospital_7,121138
2,Hospital_5,121138
3,Hospital_3,121138
3,Hospital_7,121138
3,Hospital_0,121138
3,Hospital_1,121138
3,Hospital_5,121138
3,Hospital_2,121138
3,Hospital_4,121138
3,Hospital_6,121138
4,Hospital_0,121138
4,Hospital_5,121138
4,Hospital_7,121138
4,Hospital_2,121138
4,Hospital_3,121138
4,Hospital_4,121138
4,Hospital_6,121138
4,Hospital_1,121138
5,Hospital_3,121126
5,Hospital_5,121138
5,Hospital_1,121138
5,Hospital_6,121138
5,Hospital_2,121138
5,Hospital_4,121126
5,Hospital_0,121138
5,Hospital_7,121138
6,Hospital_6,121138
6,Hospital_5,121138
6,Hospital_2,121126
6,Hospital_1,121126
6,Hospital_4,121138
6,Hospital_3,121138
6,Hospital_7,121126
6,Hospital_0,121138
7,Hospital_6,121138
7,Hospital_4,121138
7,Hospital_5,121138
7,Hospital_2,121138
7,Hospital_3,121138
7,Hospital_0,121138
7,Hospital_1,121138
7,Hospital_7,121138
8,Hospital_3,121138
8,Hospital_4,121138
8,Hospital_5,121138
8,Hospital_0,121126
8,Hospital_7,121126
8,Hospital_2,121138
8,Hospital_1,121138
8,Hospital_6,121138
9,Hospital_1,121126
9,Hospital_3,121138
9,Hospital_7,121138
9,Hospital_4,121138
9,Hospital_0,121138
9,Hospital_5,121138
9,Hospital_2,121138
9,Hospital_6,121126
10,Hospital_1,121138
10,Hospital_4,121138
10,Hospital_7,121138
10,Hospital_5,121138
10,Hospital_6,121138
10,Hospital_0,121138
10,Hospital_3,121138
10,Hospital_2,121138
11,Hospital_1,121138
11,Hospital_0,121138
11,Hospital_5,121138
11,Hospital_4,121138
11,Hospital_2,121138
11,Hospital_7,121138
11,Hospital_3,121138
11,Hospital_6,121138
12,Hospital_3,121138
12,Hospital_4,121138
12,Hospital_6,121138
12,Hospital_0,121138
12,Hospital_2,121138
12,Hospital_5,121138
12,Hospital_7,121126
12,Hospital_1,121138
13,Hospital_2,121138
13,Hospital_5,121138
13,Hospital_0,121138
13,Hospital_4,121138
13,Hospital_6,121138
13,Hospital_1,121138
13,Hospital_3,121138
13,Hospital_7,121138
14,Hospital_0,121138
14,Hospital_2,121138
14,Hospital_3,121138
14,Hospital_4,121138
14,Hospital_7,121138
14,Hospital_5,121138
14,Hospital_1,121138
14,Hospital_6,121138
15,Hospital_7,121138
15,Hospital_5,121138
15,Hospital_1,121138
15,Hospital_4,121138
15,Hospital_2,121138
15,Hospital_3,121138
15,Hospital_0,121138
15,Hospital_6,121138
16,Hospital_5,121138
16,Hospital_6,121138
16,Hospital_2,121138
16,Hospital_1,121138
16,Hospital_7,121138
16,Hospital_3,121138
