timestamp_utc,dataset,attack,defense,rounds,accuracy
2026-02-28T22:01:02Z,CDC-Diabetes-Binary,None,FedAvg,30,0.8649
2026-02-28T22:17:25Z,CDC-Diabetes-Binary,None,Robust-MAD,30,0.8657
2026-02-28T22:31:47Z,CDC-Diabetes-Binary,label_flip,FedAvg,30,0.8473
2026-02-28T22:46:23Z,CDC-Diabetes-Binary,label_flip,Robust-MAD,30,0.8166
2026-02-28T23:09:30Z,CDC-Diabetes-Binary,gradient_scale,Robust-MAD,30,0.8616
2026-02-28T23:09:30Z,CDC-Diabetes-Binary,gradient_scale,FedAvg,30,0.8613
